Filename,Result,Runtime (s),Memory Usage (KB)
sw100-1.cnf,1,0.08387637138366699,1424.0
sw100-10.cnf,1,0.13660240173339844,264.0
sw100-100.cnf,1,0.19959473609924316,0.0
sw100-11.cnf,1,0.6028237342834473,0.0
sw100-12.cnf,1,0.039906978607177734,0.0
sw100-13.cnf,1,0.41821885108947754,0.0
sw100-14.cnf,1,0.21143436431884766,0.0
sw100-15.cnf,1,0.15621304512023926,0.0
sw100-16.cnf,1,0.26609158515930176,0.0
sw100-18.cnf,1,0.19108796119689941,0.0
sw100-19.cnf,1,0.12679553031921387,0.0
sw100-17.cnf,1,0.383558988571167,0.0
sw100-2.cnf,1,0.4749789237976074,0.0
sw100-20.cnf,1,0.19283413887023926,264.0
sw100-21.cnf,1,0.1148221492767334,264.0
sw100-22.cnf,1,4.589845180511475,0.0
sw100-23.cnf,1,0.09665584564208984,0.0
sw100-24.cnf,1,0.052797794342041016,0.0
sw100-25.cnf,1,0.1844925880432129,0.0
sw100-26.cnf,1,0.03856992721557617,0.0
sw100-28.cnf,1,0.7717785835266113,0.0
sw100-27.cnf,1,0.08324670791625977,0.0
sw100-29.cnf,1,0.25139784812927246,0.0
sw100-3.cnf,1,2.362034320831299,0.0
sw100-30.cnf,1,6.442338466644287,76.0
sw100-31.cnf,1,0.057713985443115234,0.0
sw100-32.cnf,1,0.19986200332641602,0.0
sw100-33.cnf,1,0.15624761581420898,0.0
sw100-34.cnf,1,0.21643519401550293,0.0
sw100-35.cnf,1,0.5605134963989258,0.0
sw100-36.cnf,1,0.10379433631896973,0.0
sw100-37.cnf,1,0.31506919860839844,0.0
sw100-38.cnf,1,0.05302691459655762,4.0
sw100-39.cnf,1,0.17654705047607422,0.0
sw100-4.cnf,1,0.08932924270629883,0.0
sw100-40.cnf,1,0.6497492790222168,0.0
sw100-41.cnf,1,0.1003422737121582,0.0
sw100-42.cnf,1,0.4585421085357666,0.0
sw100-43.cnf,1,0.15698742866516113,0.0
sw100-44.cnf,1,0.06450462341308594,0.0
sw100-45.cnf,1,1.0233886241912842,0.0
sw100-46.cnf,1,0.06827521324157715,0.0
sw100-47.cnf,1,0.08461117744445801,0.0
sw100-48.cnf,1,0.05878806114196777,0.0
sw100-49.cnf,1,0.02685546875,0.0
sw100-5.cnf,1,0.25470471382141113,0.0
sw100-50.cnf,1,1.0933129787445068,0.0
sw100-51.cnf,1,0.28046321868896484,0.0
sw100-52.cnf,1,0.08766388893127441,0.0
sw100-53.cnf,1,0.46372079849243164,0.0
sw100-54.cnf,1,0.059900522232055664,0.0
sw100-56.cnf,1,0.10412454605102539,0.0
sw100-55.cnf,1,0.23358702659606934,0.0
sw100-57.cnf,1,0.07941603660583496,0.0
sw100-58.cnf,1,0.018867969512939453,0.0
sw100-59.cnf,1,0.14360666275024414,0.0
sw100-6.cnf,1,0.19928717613220215,0.0
sw100-60.cnf,1,6.619350910186768,0.0
sw100-61.cnf,1,0.1251988410949707,0.0
sw100-62.cnf,1,0.14502286911010742,0.0
sw100-63.cnf,1,0.11576414108276367,0.0
sw100-64.cnf,1,0.32355213165283203,0.0
sw100-65.cnf,1,0.0276031494140625,0.0
sw100-66.cnf,1,0.8746984004974365,0.0
sw100-67.cnf,1,0.2709195613861084,0.0
sw100-68.cnf,1,0.19893312454223633,0.0
sw100-69.cnf,1,0.029916763305664062,0.0
sw100-7.cnf,1,0.028911828994750977,0.0
sw100-70.cnf,1,0.27905821800231934,0.0
sw100-71.cnf,1,0.14296722412109375,0.0
sw100-72.cnf,1,0.04698514938354492,0.0
sw100-73.cnf,1,0.43317675590515137,0.0
sw100-74.cnf,1,0.9725253582000732,0.0
sw100-75.cnf,1,0.02834153175354004,0.0
sw100-76.cnf,1,0.10585618019104004,0.0
sw100-77.cnf,1,0.18929648399353027,0.0
sw100-78.cnf,1,0.10179591178894043,0.0
sw100-79.cnf,1,0.04553937911987305,0.0
sw100-8.cnf,1,0.38124966621398926,0.0
sw100-80.cnf,1,0.48182201385498047,0.0
sw100-81.cnf,1,0.6193158626556396,0.0
sw100-82.cnf,1,0.06053304672241211,0.0
sw100-83.cnf,1,0.06291770935058594,0.0
sw100-84.cnf,1,0.0626380443572998,0.0
sw100-85.cnf,1,4.435540199279785,0.0
sw100-86.cnf,1,0.10693073272705078,0.0
sw100-87.cnf,1,2.167142391204834,0.0
sw100-88.cnf,1,0.09278368949890137,0.0
sw100-89.cnf,1,0.02470993995666504,0.0
sw100-9.cnf,1,0.09094691276550293,0.0
sw100-90.cnf,1,0.13107943534851074,0.0
sw100-91.cnf,1,0.3498978614807129,0.0
sw100-92.cnf,1,0.43259739875793457,0.0
sw100-93.cnf,1,0.14546442031860352,0.0
sw100-94.cnf,1,0.1763629913330078,0.0
sw100-95.cnf,1,0.07872343063354492,0.0
sw100-96.cnf,1,0.31491637229919434,0.0
sw100-97.cnf,1,0.1767890453338623,0.0
sw100-98.cnf,1,0.22360706329345703,0.0
sw100-99.cnf,1,0.26256346702575684,0.0
