Filename,Result,Runtime (s),Memory Usage (KB)
uuf50-010.cnf,0,0.004144906997680664,0.0
uuf50-0101.cnf,0,0.005887508392333984,448.0
uuf50-0100.cnf,0,0.003137350082397461,0.0
uuf50-01.cnf,0,0.004462480545043945,0.0
uuf50-01000.cnf,0,0.004268646240234375,0.0
uuf50-0102.cnf,0,0.005185365676879883,0.0
uuf50-0103.cnf,0,0.004434347152709961,0.0
uuf50-0104.cnf,0,0.005073070526123047,0.0
uuf50-0105.cnf,0,0.0037317276000976562,0.0
uuf50-0106.cnf,0,0.004047870635986328,0.0
uuf50-0107.cnf,0,0.005560636520385742,0.0
uuf50-0108.cnf,0,0.003740072250366211,0.0
uuf50-0109.cnf,0,0.003635406494140625,0.0
uuf50-011.cnf,0,0.003428220748901367,0.0
uuf50-0110.cnf,0,0.006276845932006836,0.0
uuf50-0111.cnf,0,0.004560708999633789,0.0
uuf50-0112.cnf,0,0.0036804676055908203,0.0
uuf50-0113.cnf,0,0.005356311798095703,0.0
uuf50-0114.cnf,0,0.004094839096069336,0.0
uuf50-0116.cnf,0,0.004016876220703125,0.0
uuf50-0115.cnf,0,0.004463672637939453,0.0
uuf50-0117.cnf,0,0.0038940906524658203,0.0
uuf50-0118.cnf,0,0.004765033721923828,0.0
uuf50-0119.cnf,0,0.00599360466003418,0.0
uuf50-012.cnf,0,0.00453948974609375,0.0
uuf50-0120.cnf,0,0.004677534103393555,0.0
uuf50-0121.cnf,0,0.003627300262451172,0.0
uuf50-0122.cnf,0,0.0040645599365234375,0.0
uuf50-0123.cnf,0,0.0059587955474853516,0.0
uuf50-0124.cnf,0,0.00562596321105957,0.0
uuf50-0125.cnf,0,0.0028884410858154297,0.0
uuf50-0126.cnf,0,0.0031158924102783203,0.0
uuf50-0127.cnf,0,0.0062830448150634766,0.0
uuf50-0128.cnf,0,0.0046613216400146484,0.0
uuf50-013.cnf,0,0.003323793411254883,0.0
uuf50-0129.cnf,0,0.0032134056091308594,0.0
uuf50-0130.cnf,0,0.005203723907470703,0.0
uuf50-0131.cnf,0,0.0048863887786865234,0.0
uuf50-0132.cnf,0,0.0048863887786865234,0.0
uuf50-0134.cnf,0,0.0031468868255615234,0.0
uuf50-0135.cnf,0,0.004942417144775391,0.0
uuf50-0133.cnf,0,0.004178047180175781,0.0
uuf50-0136.cnf,0,0.0036339759826660156,0.0
uuf50-0138.cnf,0,0.0026564598083496094,0.0
uuf50-0137.cnf,0,0.003525972366333008,0.0
uuf50-0139.cnf,0,0.003950357437133789,0.0
uuf50-014.cnf,0,0.003696918487548828,0.0
uuf50-0141.cnf,0,0.00412297248840332,0.0
uuf50-0140.cnf,0,0.0027980804443359375,0.0
uuf50-0142.cnf,0,0.005412101745605469,0.0
uuf50-0144.cnf,0,0.004554271697998047,0.0
uuf50-0145.cnf,0,0.0028319358825683594,0.0
uuf50-0143.cnf,0,0.004300832748413086,0.0
uuf50-0146.cnf,0,0.0023005008697509766,0.0
uuf50-0147.cnf,0,0.004820585250854492,0.0
uuf50-0148.cnf,0,0.005136013031005859,0.0
uuf50-0149.cnf,0,0.0034813880920410156,0.0
uuf50-015.cnf,0,0.0032546520233154297,0.0
uuf50-0150.cnf,0,0.00501704216003418,0.0
uuf50-0151.cnf,0,0.002794981002807617,0.0
uuf50-0152.cnf,0,0.004290103912353516,0.0
uuf50-0153.cnf,0,0.0052890777587890625,0.0
uuf50-0155.cnf,0,0.004548549652099609,0.0
uuf50-0154.cnf,0,0.004793405532836914,0.0
uuf50-0156.cnf,0,0.003338336944580078,0.0
uuf50-0157.cnf,0,0.003998756408691406,0.0
uuf50-0159.cnf,0,0.0038785934448242188,0.0
uuf50-0158.cnf,0,0.004487752914428711,0.0
uuf50-0160.cnf,0,0.005618572235107422,0.0
uuf50-016.cnf,0,0.002730131149291992,0.0
uuf50-0161.cnf,0,0.0036482810974121094,0.0
uuf50-0162.cnf,0,0.006195545196533203,0.0
uuf50-0163.cnf,0,0.005148172378540039,0.0
uuf50-0164.cnf,0,0.004555225372314453,0.0
uuf50-0165.cnf,0,0.004155158996582031,0.0
uuf50-0166.cnf,0,0.004419088363647461,0.0
uuf50-0167.cnf,0,0.0038270950317382812,0.0
uuf50-0168.cnf,0,0.0042171478271484375,0.0
uuf50-0169.cnf,0,0.002485036849975586,0.0
uuf50-017.cnf,0,0.0034189224243164062,0.0
uuf50-0170.cnf,0,0.00393223762512207,0.0
uuf50-0171.cnf,0,0.005632162094116211,0.0
uuf50-0172.cnf,0,0.002869129180908203,0.0
uuf50-0173.cnf,0,0.0040547847747802734,0.0
uuf50-0174.cnf,0,0.004118204116821289,0.0
uuf50-0175.cnf,0,0.006079673767089844,0.0
uuf50-0176.cnf,0,0.0049974918365478516,0.0
uuf50-0177.cnf,0,0.004256010055541992,0.0
uuf50-0179.cnf,0,0.0031871795654296875,0.0
uuf50-0178.cnf,0,0.005027294158935547,0.0
uuf50-018.cnf,0,0.0027914047241210938,0.0
uuf50-0180.cnf,0,0.004849672317504883,0.0
uuf50-0183.cnf,0,0.0061190128326416016,0.0
uuf50-0181.cnf,0,0.0033845901489257812,0.0
uuf50-0182.cnf,0,0.005971431732177734,0.0
uuf50-0185.cnf,0,0.004388332366943359,0.0
uuf50-0184.cnf,0,0.005221128463745117,0.0
uuf50-0186.cnf,0,0.003705739974975586,0.0
uuf50-0187.cnf,0,0.004077911376953125,0.0
uuf50-0188.cnf,0,0.004541635513305664,0.0
uuf50-0189.cnf,0,0.006355762481689453,0.0
uuf50-0190.cnf,0,0.0034759044647216797,0.0
uuf50-019.cnf,0,0.003161191940307617,0.0
uuf50-0191.cnf,0,0.005213499069213867,0.0
uuf50-0192.cnf,0,0.005185604095458984,0.0
uuf50-0193.cnf,0,0.003133535385131836,0.0
uuf50-0194.cnf,0,0.006597042083740234,0.0
uuf50-0195.cnf,0,0.0068781375885009766,0.0
uuf50-0196.cnf,0,0.003829479217529297,0.0
uuf50-0197.cnf,0,0.004229545593261719,0.0
uuf50-0198.cnf,0,0.002034425735473633,0.0
uuf50-0199.cnf,0,0.00594639778137207,0.0
uuf50-020.cnf,0,0.0043506622314453125,0.0
uuf50-02.cnf,0,0.003242969512939453,0.0
uuf50-0200.cnf,0,0.0034942626953125,0.0
uuf50-0202.cnf,0,0.005899667739868164,0.0
uuf50-0201.cnf,0,0.0029816627502441406,0.0
uuf50-0203.cnf,0,0.0057086944580078125,0.0
uuf50-0205.cnf,0,0.006909370422363281,0.0
uuf50-0204.cnf,0,0.002171039581298828,0.0
uuf50-0206.cnf,0,0.00414729118347168,0.0
uuf50-0207.cnf,0,0.007450580596923828,0.0
uuf50-0208.cnf,0,0.005005836486816406,0.0
uuf50-0209.cnf,0,0.004487514495849609,0.0
uuf50-021.cnf,0,0.007833480834960938,0.0
uuf50-0210.cnf,0,0.005110740661621094,0.0
uuf50-0211.cnf,0,0.0047948360443115234,0.0
uuf50-0212.cnf,0,0.002601146697998047,0.0
uuf50-0213.cnf,0,0.003948211669921875,0.0
uuf50-0214.cnf,0,0.003694772720336914,0.0
uuf50-0216.cnf,0,0.0035872459411621094,0.0
uuf50-0215.cnf,0,0.004616260528564453,0.0
uuf50-0217.cnf,0,0.0032651424407958984,0.0
uuf50-0218.cnf,0,0.0047817230224609375,0.0
uuf50-0219.cnf,0,0.0046346187591552734,0.0
uuf50-022.cnf,0,0.004923820495605469,0.0
uuf50-0221.cnf,0,0.002698659896850586,0.0
uuf50-0220.cnf,0,0.0026175975799560547,0.0
uuf50-0222.cnf,0,0.002460956573486328,0.0
uuf50-0223.cnf,0,0.005115509033203125,0.0
uuf50-0224.cnf,0,0.005238056182861328,0.0
uuf50-0225.cnf,0,0.003098011016845703,0.0
uuf50-0226.cnf,0,0.0060880184173583984,0.0
uuf50-0227.cnf,0,0.0031697750091552734,0.0
uuf50-0228.cnf,0,0.007266998291015625,0.0
uuf50-0229.cnf,0,0.003778219223022461,0.0
uuf50-023.cnf,0,0.005589962005615234,0.0
uuf50-0230.cnf,0,0.0053408145904541016,0.0
uuf50-0231.cnf,0,0.004357099533081055,0.0
uuf50-0232.cnf,0,0.004041910171508789,0.0
uuf50-0233.cnf,0,0.0038089752197265625,0.0
uuf50-0234.cnf,0,0.0028052330017089844,0.0
uuf50-0235.cnf,0,0.0038759708404541016,0.0
uuf50-0236.cnf,0,0.003467082977294922,0.0
uuf50-0237.cnf,0,0.0040247440338134766,0.0
uuf50-0238.cnf,0,0.0038080215454101562,0.0
uuf50-0239.cnf,0,0.0028727054595947266,0.0
uuf50-024.cnf,0,0.005194664001464844,0.0
uuf50-0240.cnf,0,0.002687215805053711,0.0
uuf50-0242.cnf,0,0.0034596920013427734,0.0
uuf50-0241.cnf,0,0.0037550926208496094,0.0
uuf50-0243.cnf,0,0.0035037994384765625,0.0
uuf50-0244.cnf,0,0.003751993179321289,0.0
uuf50-0245.cnf,0,0.003711223602294922,0.0
uuf50-0246.cnf,0,0.0041255950927734375,0.0
uuf50-0247.cnf,0,0.0039520263671875,0.0
uuf50-0248.cnf,0,0.0036432743072509766,0.0
uuf50-0249.cnf,0,0.0051441192626953125,0.0
uuf50-025.cnf,0,0.0032510757446289062,0.0
uuf50-0250.cnf,0,0.002350330352783203,0.0
uuf50-0251.cnf,0,0.0056858062744140625,0.0
uuf50-0252.cnf,0,0.008100032806396484,0.0
uuf50-0253.cnf,0,0.0034263134002685547,0.0
uuf50-0254.cnf,0,0.005122184753417969,0.0
uuf50-0256.cnf,0,0.005667924880981445,0.0
uuf50-0255.cnf,0,0.004290580749511719,0.0
uuf50-0257.cnf,0,0.007234334945678711,0.0
uuf50-0259.cnf,0,0.0038368701934814453,0.0
uuf50-0258.cnf,0,0.0029773712158203125,0.0
uuf50-026.cnf,0,0.0034644603729248047,0.0
uuf50-0260.cnf,0,0.004323482513427734,0.0
uuf50-0261.cnf,0,0.0034062862396240234,0.0
uuf50-0262.cnf,0,0.004534482955932617,0.0
uuf50-0264.cnf,0,0.003920555114746094,0.0
uuf50-0263.cnf,0,0.004484653472900391,0.0
uuf50-0265.cnf,0,0.003992319107055664,0.0
uuf50-0267.cnf,0,0.0068781375885009766,0.0
uuf50-0266.cnf,0,0.0032787322998046875,0.0
uuf50-0268.cnf,0,0.004247903823852539,0.0
uuf50-027.cnf,0,0.004064321517944336,0.0
uuf50-0270.cnf,0,0.0029973983764648438,0.0
uuf50-0269.cnf,0,0.0037255287170410156,0.0
uuf50-0271.cnf,0,0.004621982574462891,0.0
uuf50-0273.cnf,0,0.0038924217224121094,0.0
uuf50-0272.cnf,0,0.003328084945678711,0.0
uuf50-0274.cnf,0,0.0023775100708007812,0.0
uuf50-0275.cnf,0,0.006322145462036133,0.0
uuf50-0277.cnf,0,0.003025531768798828,0.0
uuf50-0276.cnf,0,0.004424095153808594,0.0
uuf50-0278.cnf,0,0.0033376216888427734,0.0
uuf50-0279.cnf,0,0.0030498504638671875,0.0
uuf50-028.cnf,0,0.003909587860107422,0.0
uuf50-0280.cnf,0,0.004111766815185547,0.0
uuf50-0281.cnf,0,0.005896329879760742,0.0
uuf50-0283.cnf,0,0.004376888275146484,0.0
uuf50-0282.cnf,0,0.00455784797668457,0.0
uuf50-0284.cnf,0,0.003815174102783203,0.0
uuf50-0285.cnf,0,0.003397703170776367,0.0
uuf50-0286.cnf,0,0.003433704376220703,0.0
uuf50-0287.cnf,0,0.003627300262451172,0.0
uuf50-0288.cnf,0,0.0032808780670166016,0.0
uuf50-0289.cnf,0,0.0039522647857666016,0.0
uuf50-029.cnf,0,0.004622459411621094,0.0
uuf50-0290.cnf,0,0.002669095993041992,0.0
uuf50-0291.cnf,0,0.0050313472747802734,0.0
uuf50-0292.cnf,0,0.0035355091094970703,0.0
uuf50-0293.cnf,0,0.003240346908569336,0.0
uuf50-0295.cnf,0,0.006010293960571289,0.0
uuf50-0294.cnf,0,0.003669261932373047,0.0
uuf50-0296.cnf,0,0.002886533737182617,0.0
uuf50-0297.cnf,0,0.007974386215209961,0.0
uuf50-0298.cnf,0,0.0034253597259521484,0.0
uuf50-0299.cnf,0,0.005202054977416992,0.0
uuf50-03.cnf,0,0.003080129623413086,0.0
uuf50-030.cnf,0,0.002375364303588867,0.0
uuf50-0300.cnf,0,0.004284858703613281,0.0
uuf50-0301.cnf,0,0.005476713180541992,0.0
uuf50-0302.cnf,0,0.0035729408264160156,0.0
uuf50-0303.cnf,0,0.0032835006713867188,0.0
uuf50-0304.cnf,0,0.006029367446899414,0.0
uuf50-0305.cnf,0,0.0029799938201904297,0.0
uuf50-0306.cnf,0,0.003358125686645508,0.0
uuf50-0307.cnf,0,0.0038187503814697266,0.0
uuf50-0308.cnf,0,0.0034074783325195312,0.0
uuf50-0309.cnf,0,0.0036122798919677734,0.0
uuf50-031.cnf,0,0.0033431053161621094,0.0
uuf50-0311.cnf,0,0.004075288772583008,0.0
uuf50-0310.cnf,0,0.0037555694580078125,0.0
uuf50-0313.cnf,0,0.003983259201049805,0.0
uuf50-0312.cnf,0,0.003697633743286133,0.0
uuf50-0314.cnf,0,0.004999637603759766,0.0
uuf50-0315.cnf,0,0.0037305355072021484,0.0
uuf50-0317.cnf,0,0.00452876091003418,0.0
uuf50-0316.cnf,0,0.0047719478607177734,0.0
uuf50-0318.cnf,0,0.004639387130737305,0.0
uuf50-0319.cnf,0,0.003038167953491211,0.0
uuf50-032.cnf,0,0.0030364990234375,0.0
uuf50-0320.cnf,0,0.003478527069091797,0.0
uuf50-0322.cnf,0,0.007031440734863281,0.0
uuf50-0321.cnf,0,0.0030355453491210938,0.0
uuf50-0323.cnf,0,0.004363536834716797,0.0
uuf50-0325.cnf,0,0.004673957824707031,0.0
uuf50-0324.cnf,0,0.007356166839599609,0.0
uuf50-0326.cnf,0,0.006010770797729492,0.0
uuf50-0328.cnf,0,0.0039048194885253906,0.0
uuf50-0327.cnf,0,0.003694295883178711,0.0
uuf50-0329.cnf,0,0.00588226318359375,0.0
uuf50-033.cnf,0,0.0033385753631591797,0.0
uuf50-0330.cnf,0,0.00534820556640625,0.0
uuf50-0331.cnf,0,0.0052187442779541016,0.0
uuf50-034.cnf,0,0.005651950836181641,0.0
uuf50-0332.cnf,0,0.006910800933837891,0.0
uuf50-0333.cnf,0,0.004375934600830078,0.0
uuf50-0334.cnf,0,0.0039517879486083984,0.0
uuf50-0335.cnf,0,0.006033420562744141,0.0
uuf50-0336.cnf,0,0.008667707443237305,0.0
uuf50-0337.cnf,0,0.0038683414459228516,0.0
uuf50-0338.cnf,0,0.007864952087402344,0.0
uuf50-0339.cnf,0,0.0038194656372070312,0.0
uuf50-0340.cnf,0,0.004819393157958984,0.0
uuf50-0341.cnf,0,0.003694772720336914,0.0
uuf50-0343.cnf,0,0.0054934024810791016,0.0
uuf50-0342.cnf,0,0.0042040348052978516,0.0
uuf50-0344.cnf,0,0.010503292083740234,0.0
uuf50-0349.cnf,0,0.004994392395019531,0.0
uuf50-0346.cnf,0,0.0031371116638183594,0.0
uuf50-0345.cnf,0,0.004563808441162109,0.0
uuf50-0347.cnf,0,0.004537105560302734,0.0
uuf50-0348.cnf,0,0.003996849060058594,0.0
uuf50-035.cnf,0,0.004760265350341797,0.0
uuf50-0350.cnf,0,0.0056896209716796875,0.0
uuf50-0351.cnf,0,0.006304264068603516,0.0
uuf50-0352.cnf,0,0.0023822784423828125,0.0
uuf50-0356.cnf,0,0.004603862762451172,0.0
uuf50-0354.cnf,0,0.003549337387084961,0.0
uuf50-0353.cnf,0,0.005005598068237305,0.0
uuf50-0355.cnf,0,0.004155874252319336,0.0
uuf50-0357.cnf,0,0.006058931350708008,0.0
uuf50-0359.cnf,0,0.003854990005493164,0.0
uuf50-0358.cnf,0,0.004250049591064453,0.0
uuf50-036.cnf,0,0.0032720565795898438,0.0
uuf50-0360.cnf,0,0.0024802684783935547,0.0
uuf50-0361.cnf,0,0.0028722286224365234,0.0
uuf50-0362.cnf,0,0.009444475173950195,0.0
uuf50-0363.cnf,0,0.005190134048461914,0.0
uuf50-0365.cnf,0,0.004327535629272461,0.0
uuf50-0364.cnf,0,0.004896879196166992,0.0
uuf50-0366.cnf,0,0.003944873809814453,0.0
uuf50-0367.cnf,0,0.004446506500244141,0.0
uuf50-0368.cnf,0,0.0040357112884521484,0.0
